open_time_ms,open_time_utc,open,high,low,close,volume,close_time_ms,close_time_utc,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
1737100800000,2025-01-17T08:00:00Z,3373.14000000,3439.00000000,3372.52000000,3423.24000000,70486.33220000,1737115199999,2025-01-17T11:59:59.999000Z,240423376.02279100,425936,38477.88240000,131245725.28705300
1737115200000,2025-01-17T12:00:00Z,3423.25000000,3450.53000000,3395.14000000,3421.80000000,119276.69180000,1737129599999,2025-01-17T15:59:59.999000Z,407914452.87858700,845646,59813.35240000,204581707.77892700
1737129600000,2025-01-17T16:00:00Z,3421.80000000,3448.50000000,3407.63000000,3432.11000000,69418.19710000,1737143999999,2025-01-17T19:59:59.999000Z,238022499.40366700,579358,32701.33060000,112133425.53947500
1737144000000,2025-01-17T20:00:00Z,3432.10000000,3525.72000000,3425.90000000,3473.63000000,110211.57990000,1737158399999,2025-01-17T23:59:59.999000Z,384411651.17851700,597699,59033.77000000,205885648.14319200
1737158400000,2025-01-18T00:00:00Z,3473.64000000,3494.39000000,3368.06000000,3384.07000000,72302.72890000,1737172799999,2025-01-18T03:59:59.999000Z,248302924.69218100,410718,33630.90630000,115485470.77366400
1737172800000,2025-01-18T04:00:00Z,3384.08000000,3395.49000000,3281.09000000,3287.63000000,136100.31180000,1737187199999,2025-01-18T07:59:59.999000Z,453053473.02708700,842934,66782.37280000,222339894.55895200
1737187200000,2025-01-18T08:00:00Z,3287.64000000,3324.10000000,3227.00000000,3311.62000000,153502.63550000,1737201599999,2025-01-18T11:59:59.999000Z,502132134.27358000,862113,77516.37400000,253756989.91587600
1737201600000,2025-01-18T12:00:00Z,3311.63000000,3347.34000000,3274.17000000,3307.07000000,121126.25920000,1737215999999,2025-01-18T15:59:59.999000Z,401027294.43599800,681476,58158.14260000,192543707.93323200
1737216000000,2025-01-18T16:00:00Z,3307.07000000,3316.62000000,3250.00000000,3290.20000000,102206.14720000,1737230399999,2025-01-18T19:59:59.999000Z,335207381.98863100,777854,47902.60410000,157144087.83550700
1737230400000,2025-01-18T20:00:00Z,3290.21000000,3321.11000000,3258.37000000,3307.71000000,48959.04550000,1737244799999,2025-01-18T23:59:59.999000Z,160910453.34694200,356292,25763.92930000,84700138.50044000
